400013 PC010125A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4224,4224,0,4136.96,2112,1876.48,0,0,1905.92,0,2097.28,0,3831.04,0,0,1947.52,0,4279.04,2304,4119.68,2304,4224,2112,0,2275.2,6291.84,0,7582.72,7104,10176,10255.36,10560,6451.2,4224,12864,10560,12568.96,0,6528,10560,12960,10750.72,8448,12911.36,2688,4213.12,7340.8,9504,12672,9408,16224,14368.64,14784,10560,12638.08,18871.68,14880,10546.56,8184.96,17305.24,18108.28,9068.67,9156.3,13882.8,20596.5,11384.31,15921.06,22743.09,11385,11385,2277,20470.23,13662,15673.35,15881.73,13655.1,11332.56,13599.21,13662,4537.44,2277,4360.8,4354.59,10000,38102,Thailand
400013 PC010200A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548.8,0,1474.56,0,1548.8,0,1505.92,2882.56,3097.6,1507.84,1406.72,2887.04,3365.12,1392,3097.6,1548.8,1548.8,0,3093.12,6195.2,3095.04,0,1544.32,1548.8,4620.16,4480.64,4924.8,5326.72,2021.76,4646.4,4971.52,2886.4,4901.12,6059.52,4624,6240.64,6118.4,4414.72,4453.76,4684.16,5973.76,6173.44,3097.6,4555.52,4702.08,3027.2,4352,6828.8,7180.8,4646.4,6145.28,4590.72,4407.68,3022.72,7715.84,4646.4,6195.2,6195.2,7535.36,13936.64,10616.96,6021.76,6270.08,7614.08,6405.76,6560,3969.92,4857.6,9856,4591.36,6406.4,7892.48,10841.6,7744,4593.92,3097.6,9177.6,7715.84,4787.2,7744,6195.2,4646.4,9790.14,8093.01,11622.37,7438.2,8349,4959.72,4934.88,6649.53,1651.86,4985.25,5296.44,10124.37,5009.4,13347.36,10018.8,5009.4,16698,6723.36,11451.93,7030.41,3298.89,12000,19000,Thailand
400013 PC010200J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400013 PC010250A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400013 PC070200A,8237.625,9771.375,10079.925,8773.125,8308.875,8415,1677.375,3214.5,6698.25,6732,8191.875,6732,8371.125,9853.125,10092,8415,11253.75,6450.375,8070,6732,3050.625,5049,4971.75,4994.25,6702.375,8260.875,3356.625,4567.875,8338.5,3259.125,6730.125,6732,6732,6711.75,6697.875,5049,1683,6732,4865.625,4864.125,0,3135.825,3433.32,0,1684.8,3328.71,0,0,3473.73,1600.95,1750.32,1750.32,1750.32,0,0,1829.88,1693.38,1750.32,0,1750.32,0,3500.64,0,0,1785.03,0,0,0,0,0,1683,1750.32,0,0,0,0,1738.965,0,0,0,1253.46,1750.32,0,1750.32,954.72,795.6,1688.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400013 PC070250A,1472.76,0,2917.08,5303.88,0,0,1436.4,2951.28,0,0,2851.92,2935.08,0,1260.72,0,2962.08,0,4282.56,1413.72,1431,0,0,1357.92,0,0,2919.6,1481.04,1481.04,2875.32,2962.08,0,0,1481.04,0,0,2854.338,4406.76,0,2962.08,0,2962.08,1169.28,2215.8,884.16,0,2507.04,3151.44,2942.64,0,2909.88,1396.44,1481.04,2962.08,2963.52,2779.92,1332,1481.04,1481.04,1481.04,2620.44,2962.08,1646.64,1481.04,0,0,1481.04,0,1443.96,1481.04,2757.24,2792.16,0,2962.08,1481.04,0,2851.56,1481.04,2732.4,1325.88,2311.2,1481.04,4281.48,532.44,942.48,1481.04,1023.12,1481.04,1481.04,1481.04,2962.08,0,1467.512,0,0,1454.4,1451.88,2962.08,2625.48,0,2846.88,4443.12,0,2906.64,1481.04,1481.04,1481.04,1473.84,2643.12,0,4443.12,1481.04,2962.08,1481.04,0,1346.4,0,1159.2,1481.04,1481,0,Thailand
400016 PC051000F,0,46.2,1977.9,508.2,0,0,498.9,678.3,0,1009.5,0,0,15,212.4,0,0,219.9,0,0,0,0,0,0,0,0,0,1027.2,496.8,0,1505.7,0,0,492.9,0,0,0,0,0,508.2,207,0,0,0,0,0,0,0,0,0,0,69.3,0,58.8,0,161.7,0,0,0,215.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400016 PC060500F,0,0,1069.2,1073.28,0,2538.24,0,1069.2,0,1067.04,1069.2,6.12,1494.2,0,0,4.08,656.54,630.36,0,0,0,0,0,440.64,0,1099.08,1013.76,1069.2,0,408,0,1410.12,1023.12,0,0,1526.04,441.72,0,0,0,0,0,1069.2,55.08,0,1068.84,486,0,1717.32,0,0,0,486,1446.96,408,0,1630.08,0,1069.2,1069.2,0,0,1069.2,0,0,486,1152.18,1221.18,1679.76,0,0,1069.2,0,0,0,1069.2,0,408,1054.8,0,0,1069.2,0,0,1069.2,0,149.04,0,1069.2,1578.48,0,129.54,1069.2,1048.68,0,1069.2,18.72,142.56,1129.56,0,267.76,40.8,967.9,347.04,1005.84,0,1200.96,1342.56,140.76,0,1555.2,150.96,1069.2,161.36,146.54,0,268.2,1214.64,0,1069,Thailand
400016 PC070150F,0,0,1884.96,0,0,0,1884.96,0,0,0,1800,0,0,0,1602.36,0,0,1673.64,0,0,828,0,0,1692.72,0,0,1722.96,0,0,0,0,1703.52,0,0,0,1424.16,0,0,0,1686.96,0,1607.76,0,61.2,0,0,0,1637.28,0,0,0,0,1775.88,0,0,1777.68,0,0,0,0,1814.04,0,0,1731.6,0,1742.76,0,0,0,0,1598.4,1884.96,0,1685.88,0,0,0,1755.72,0,0,1659.6,0,1762.92,0,1791,0,0,0,1735.56,2447.28,0,1704.24,0,1702.08,1713.6,1884.96,2056.32,0,0,0,24.48,0,0,1884.96,0,1869.84,1884.96,0,1627.92,165.24,0,0,1884.96,0,0,0,1858.32,272.16,1885,1885,Thailand
400016 PC070150J,0,1535.04,0,0,0,0,0,0,0,0,0,0,0,0,540.36,0,0,0,489.24,0,0,0,829.08,0,0,0,0,256.68,856.8,0,0,0,0,0,0,0,0,0,588.6,0,0,0,0,274.32,0,0,0,0,0,0,0,254.88,0,0,784.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400016 PC070200A,0,1597.125,0,0,0,0,3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.25,0,0,0,0,506.25,0,0,1683,1683,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,1683,0,0,0,0,0,0,0,1627.5,0,0,0,1453.125,0,0,0,0,0,0,0,0,0,765,0,0,0,0,0,576,0,0,0,1131,0,0,0,0,0,0,0,765,863.625,0,0,0,0,109.125,0,0,0,765,765,34.5,0,0,0,0,0,244.875,0,0,288.375,273.75,0,287.625,0,241.125,290.625,872.25,0,300,300,Thailand
400016 PC070250A,0,0,0,0,1448.28,0,518.04,0,0,0,0,0,673.2,0,0,0,0,0,553.68,0,0,0,0,632.16,0,0,617.04,0,0,0,673.2,0,673.2,0,0,0,0,0,0,0,0,673.2,673.2,0,0,0,0,0,0,673.2,0,0,673.2,0,0,0,605.16,0,0,0,0,0,0,0,0,0,739.08,691.56,0,0,0,0,0,0,0,0,0,697.32,0,0,0,0,0,729.36,0,0,0,0,0,352.8,0,0,0,673.2,0,0,334.44,0,0,0,37.08,708.84,0,0,0,0,0,0,0,0,358.2,0,344.52,0,0,0,0,353.16,0,360,Thailand
400016 PC070250F,2888.28,2716.92,1481.04,8.16,1971.2,0,0,40.12,1271.6,0,0,10.2,675.24,625.26,0,8.16,3469.68,737.46,1271.6,1271.6,0,0,0,0,0,0,0,2533.86,0,1481.04,0,0,1321.92,0,0,2266.98,0,0,1232.84,0,578,0,578,1271.6,0,0,0,0,1143.08,231.2,0,1137.64,1271.6,694.28,578,2346.68,0,357.84,555.22,1265.926,0,0,0,0,0,0,1481.04,2962.08,2890.44,2707.76,1481.04,0,2952.72,0,4315.68,3416.32,3143.92,0,0,0,0,0,0,694.62,0,0,0,0,2020.96,5041.06,1370.16,1675.86,0,2059.04,722.16,2962.08,5250.96,2962.08,1531.12,537.2,1673.48,501.5,303.62,0,0,0,4443.12,710.6,0,0,173.4,3851.86,3510.86,0,906.1,0,0,1481.04,2962,2962,Thailand
400016 PC070250J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400043 PC051000F,977.408,3036.394,988.8,2976.6,0,993.9,915.6,1922.7,0,984.191,1010.7,1992.6,1008.3,0,945,4187.7,0,2359.2,2353.2,1873.5,945,1857.6,1867.5,0,1412.7,0,1408.5,1377,921.549,462.9,942.148,766.8,2538.683,461.7,942.6,0,456.744,450.22,1774.56,1524.6,3308.4,1407.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072.8,0,1080,519.6,537.9,1061.4,0,0,1074.9,538.2,471.07,528.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400043 PC060500F,0,0,0,0,486,486,0,0,486,0,478.8,486,0,486,0,1069.2,435.24,486,486,486,425.16,0,428.4,0,0,0,0,587.88,486,486,970.716,486,486,486,486,484.929,0,0,486,486,489.6,230.76,169.56,0,0,0,0,0,972,972,972,486,729,486,729,895.32,482.04,0,0,0,486,486,486,0,486,0,1458,479.16,1603.8,1458,486,534.6,486,0,0,0,0,1039.68,1069.2,972,0,0,1069.2,140.76,0,1069.2,1555.2,485.856,1069.2,927.35,1555.2,486,1559.25,1069.2,1920.24,486,1069.2,1551.96,3693.6,1069.2,769.68,1069.2,1069.2,1555.2,1555.2,1069.2,0,1001.52,1069.2,0,1067.04,1069.2,3287.52,1066.381,2138.192,1069.2,1066.68,1069.2,1069,1069,Thailand
400043 PC070150F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578.96,0,0,0,0,1580.608,0,1884.96,0,0,1840.68,0,1870.36,0,0,1852.92,0,0,1850.4,0,0,0,0,0,0,1753.2,0,0,0,1731.6,0,0,0,1770.48,0,1711.8,0,0,0,0,1767.24,0,0,1813.32,0,0,0,0,0,0,1884.96,0,0,1884.96,0,0,1627.92,587.88,1884.96,0,1884.96,0,0,0,2022.93,0,1577.94,448.5,0,0,1013.61,1856.4,928.2,841.23,0,963.54,1856.4,928.2,1678.56,0,1856.4,0,1856.4,1856.4,0,1856.4,1577.94,1199.25,0,742.56,2042.04,928,928,Thailand
400043 PC070250F,5850,673.2,1481.04,4395.837,1481.04,2960.44,3626.28,2909.88,2422.8,2961.78,2962.08,2962.08,2962.08,3635.28,2961.798,2863.44,0,0,0,1481.04,391.68,2959.56,2962.08,0,2962.08,671.861,4419.36,3840.046,2540.149,2962.08,2942.674,2962.08,4424.2,3590.64,4443.12,2904.748,0,4440.459,4443.12,2954.658,0,0,673.2,0,2775.6,624.585,0,0,0,0,0,0,3150.36,1481.04,3248.28,2894.76,2880,2154.24,1476.117,4245.5,1481.04,1481.04,2154.24,1481.04,2174.04,1481.04,2154.24,1479.613,2197.44,2905.92,2856.6,2801.88,1481.04,1481.04,4252.32,1481.04,0,0,2962.08,2962.08,696.24,2154.24,3650.689,0,556.92,0,4400.28,1480.32,2220.84,1469.88,430.56,1432.507,3196.44,1941.81,0,1604.46,1604.46,1369.29,673.92,1604.46,1590.42,1572.921,1604.46,1946.49,1604.46,3907.41,0,0,3522.87,330.33,0,2333.76,863.629,1604.46,0,1186.555,125.19,1604.46,1604,1604,Thailand
400053 PC010125A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9984,3264,0,0,0,0,0,1283.2,0,947.2,1932.16,0,0,1488.64,960,960,3439.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400053 PC010125J,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400053 PC010200A,15349.12,8121.6,16663.68,24851.2,15287.68,15642.24,19116.16,13344,14545.28,10151.68,9302.4,12705.92,11541.12,11451.52,11402.88,17086.08,8518.4,14996.48,12327.04,20697.6,16744.96,14643.2,18725.76,13516.8,7180.8,12531.2,13868.16,22031.36,13991.04,18958.08,20416,14888.96,12882.56,20926.72,22316.16,24549.12,4505.6,9116.8,13273.6,16176.64,24068.48,17459.2,30060.8,21748.16,27525.76,2112,18795.52,14784,11334.4,23513.6,17441.92,20253.44,29496.96,25318.4,32384,31257.6,30694.4,26611.2,24498.78,23865.6,23091.2,28300.8,25394.56,30478.08,28125.44,29134.08,18977.28,17952,19127.68,17950.08,23240.32,15439.36,13847.68,23813.12,21848.32,17940.48,24840.32,21255.04,22636.8,24147.2,21049.6,17913.6,12478.72,28375.68,10841.6,19712,16046.08,15980.8,21696.64,17248,20247.68,15488,24852.48,19509.76,12268.8,22768.64,21276.8,22366.72,27648.64,23434.24,23390.08,20435.2,20333.44,28075.52,24552.96,14778.88,24611.2,34568.32,25123.2,26448,26822.4,29200.64,14894.72,21894.4,20697.6,32890.24,26752,21190.4,25000,36000,Thailand
400053 PC010200J,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400053 PC010250A,22207.36,19712,22123.52,33728,28504.96,42278.4,42570.88,28787.84,45577.6,42843.52,30162.56,43971.2,32732.16,34229.76,29283.84,46267.52,33127.04,46116.48,47350.4,46195.84,38016,33663.8,35087.36,38497.92,20668.16,36736,47925.76,61350.4,43504.64,20971.52,25671.04,28766.08,41710.08,38492.8,48478.72,55744,8936.96,22400,33956.48,26804.48,35144.32,48805.12,43845.12,47352.96,41470.08,1928.96,20224,33592.32,20346.24,32549.12,33816.32,31777.92,31467.52,38965.76,34013.44,27749.76,18894.72,33785.6,30429.14,31040,26560,26752,22782.72,35840,23168,26240,35456,25461.76,34682.88,36474.24,37696,43670.96,17433.81,26031.36,29322.24,31726.52,32101.76,39208.32,30400,39552,35840,35520,33830.4,56639.36,2880,27584,25920,34624,29824,28864,37622.4,31296,18796.16,32813.44,21293.44,27441.28,26179.84,21095.68,23235.2,21349.76,33172.48,25721.6,20884.48,15247.36,30064.64,32246.4,22949.12,38332.16,12719.36,14268.8,18359.68,20149.12,23748.48,20042.24,27288.32,25706.24,25152,29312,32000,45000,Thailand
400053 PC070200A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912.5,3672,0,0,0,0,0,0,0,0,0,0,57.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400053 PC070250J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400053 PC070300A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400053 PC070350A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.08,1652.4,1817.64,991.44,3249.72,1762.56,1101.6,275.4,1321.92,2087.64,269.28,1927.8,1762.56,682.56,826.56,1044,0,0,2003.76,1211.76,0,0,0,0,0,0,0,0,0,0,0,0,162.72,0,1377,1927.8,1101.6,306,550.8,936.36,0,55.08,464.4,627.12,155.16,303.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thailand
400053 PC120090A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10977.92,10118.4,10009.6,9356.8,7070.72,13223.04,10943.36,7833.6,8051.2,7645.7,3481.6,14361.6,8356.1,8965.76,16211.2,10336,8597.76,5766.4,15233.92,4994.56,13787.52,13273.6,5331.2,6854.4,10576.64,8531.84,9617.28,10308.48,8526.72,3959.04,11750.4,3808,11026.56,14252.8,7238.4,14785.92,16822.4,7007.36,17734.4,13600,2176,4352,12185.6,3372.8,13926.4,10662.4,6310.4,13008,13164.8,9248,6963.2,15768.32,11206.4,12000,15000,Thailand
400053 PC120100A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,1024,8252.16,4812.8,7680,12288,0,3788.8,8876.16,7168,11776,10035.2,9728,8806.4,6144,9420.8,12686.08,12115.84,11980.8,8786.56,9011.2,9420.8,15360,12906.24,10547.2,16030.08,613.76,614.4,2197.76,819.2,1638.4,2097.28,1433.6,2010.88,1740.8,1331.2,512,1176.32,2281.75,614.4,1319.21,614.4,1536,1244.16,1843.2,2252.8,1242.24,1536,1156.48,2560,2048,614.4,2252.8,512,1752.96,1379.84,1123.2,1331.2,1638.4,0,819.2,1484.8,1030.4,1198.08,1171.84,1433.6,1413.76,1536,1841.92,0,409.6,0,654.72,0,1024,0,1024,0,1331.2,0,0,Thailand
